Date,S&P GSCI
1984-08-24,0.006949364840808991
1984-08-27,0.0012001911698193979
1984-08-28,-0.0011488298253996554
1984-08-29,-0.0049507700511108865
1984-08-30,-0.002412281323979526
1984-08-31,0.0007052865977250633
1984-09-04,-0.0033226120828501182
1984-09-05,-0.002626472496683352
1984-09-06,0.005773317891659913
1984-09-07,-0.0035247340660522486
1984-09-10,0.010712533811827685
1984-09-11,0.001699811671973972
1984-09-12,0.004042710901009494
1984-09-13,-0.0009444869669218425
1984-09-14,-0.0015424299193139701
1984-09-17,-0.005930146271314496
1984-09-18,0.0029577481918816595
1984-09-19,0.004848232750560122
1984-09-20,-0.0018901195618455935
1984-09-21,-0.0013455809206283087
1984-09-24,-0.0029941918526030786
1984-09-25,0.0018519965384184989
1984-09-26,-0.0008993202002243184
