,S&P GSCI,GOLD,MSCI World
2010-05-24,8.71409627912525,,-2.667352060669026
2010-05-25,8.272650298597227,,-2.8205308065931467
2010-05-26,8.62941767185157,,-2.7782221663224194
2010-05-27,8.895874648960378,,-2.5201039803472547
2010-05-28,8.822765663647235,,-2.5304394337044678
2010-06-01,8.504994541516119,,-2.688110673754518
2010-06-02,8.423348819976816,,-2.6092217502494686
2010-06-03,8.57509435970536,,-2.387373395484793
2010-06-04,8.044013830779594,,-2.6100651239159056
2010-06-07,7.972119228863805,,-2.8558712306646306
2010-06-08,8.000337269147483,,-2.721483402048619
2010-06-09,8.207148012324271,,-2.618797089072089
2010-06-10,8.33003398884895,,-2.422175031627527
2010-06-11,8.134292030723822,,-2.301234489174131
2010-06-14,8.325304757555664,,-2.1325680680202908
2010-06-15,8.691315683010137,,-1.8018212444089854
2010-06-16,8.747070828960801,,-1.8381604212392655
2010-06-17,8.49168367041273,,-1.8656210357427372
2010-06-18,8.347111245100368,,-1.8267752676634275
2010-06-21,8.45690975689244,,-1.745734511574859
2010-06-22,8.367556874334081,,-1.9649129219814765
2010-06-23,8.408894229198548,,-2.1150531393495764
2010-06-24,8.29385284149009,,-2.229821766387563
2010-06-25,8.458783456825337,,-2.2567699089394266
2010-06-28,8.436250340791185,,-2.228737414049964
2010-06-29,8.119277819210824,,-2.553490543670267
2010-06-30,8.246222271580628,,-2.6997239052030775
2010-07-01,7.99628875764915,,-2.7604914548192805
2010-07-02,7.844271548741655,,-2.759346175564803
2010-07-06,7.684532994412963,,-2.6415297693031414
2010-07-07,7.819640695718855,,-2.4291012789694144
2010-07-08,7.983552508978575,,-2.3126353835931535
2010-07-09,8.042406162780447,,-2.2555077153746383
2010-07-12,8.082261292824743,,-2.2790006674639818
2010-07-13,8.48318141103963,,-2.153301021223908
2010-07-14,8.297921389791728,,-2.150493552085342
2010-07-15,8.130518453806967,,-2.184379365942668
2010-07-16,7.842684434919178,,-2.356376306196395
2010-07-19,7.899759369131698,,-2.300847047365362
2010-07-20,8.036816134723047,,-2.2987178353034765
2010-07-21,7.879442598629693,,-2.4520108773559257
2010-07-22,8.247147945872202,,-2.2823380992011866
2010-07-23,8.046454751671671,,-2.090796554426333
2010-07-26,8.142822967864571,,-1.8683345779916594
2010-07-27,8.012087176860971,,-1.8674123440339474
2010-07-28,8.444890914736213,,-1.7961095028741436
2010-07-29,8.762064885807552,,-1.7430789294700655
2010-07-30,8.804549382529947,,-1.7089702121297345
2010-08-02,9.165864635475774,,-1.466957247789158
2010-08-03,9.232294414902409,,-1.4652808118020944
2010-08-04,9.281690214041681,,-1.3932904914144562
2010-08-05,9.100738260078579,,-1.2526440237396907
2010-08-06,9.0036969558837,,-1.3225836646648337
2010-08-09,9.19038629684341,,-1.2112208282955228
2010-08-10,8.863378242913456,,-1.280879566996751
2010-08-11,8.771445289543012,,-1.614484989747167
2010-08-12,8.728934622366635,,-1.6626130571208875
2010-08-13,8.901097923795366,,-1.621499482554356
2010-08-16,9.03973187696403,,-1.5824324804456058
2010-08-17,9.183549001319413,,-1.582460012129383
2010-08-18,9.136820607806495,,-1.5791751914247754
